"name","state_initials"
BOA VIAGEM,CE
BREJO SANTO,CE
CAMOCIM,CE
CAMPOS SALES,CE
CANINDÉ,CE
CAPISTRANO,CE
CARIDADE,CE
CARIRÉ,CE
CARIRIAÇU,CE
CARIÚS,CE
CARNAUBAL,CE
CASCAVEL,CE
CATARINA,CE
CATUNDA,CE
CAUCAIA,CE
CEDRO,CE
CHAVAL,CE
CHORÓ,CE
CHOROZINHO,CE
COREAÚ,CE
CRATEÚS,CE
CRATO,CE
CROATÁ,CE
CRUZ,CE
DEPUTADO IRAPUAN PINHEIRO,CE
ERERÊ,CE
EUSÉBIO,CE
FARIAS BRITO,CE
FORQUILHA,CE
FORTALEZA,CE
FORTIM,CE
FRECHEIRINHA,CE
GENERAL SAMPAIO,CE
GRAÇA,CE
GRANJA,CE
GRANJEIRO,CE
GROAÍRAS,CE
GUAIÚBA,CE
GUARACIABA DO NORTE,CE
GUARAMIRANGA,CE
HIDROLÂNDIA,CE
HORIZONTE,CE
IBARETAMA,CE
IBIAPINA,CE
IBICUITINGA,CE
ICAPUÍ,CE
ICÓ,CE
IGUATU,CE
INDEPENDÊNCIA,CE
IPAPORANGA,CE
IPAUMIRIM,CE
IPU,CE
IPUEIRAS,CE
IRACEMA,CE
IRAUÇUBA,CE
ITAIÇABA,CE
ITAITINGA,CE
ITAPAGÉ,CE
ITAPIPOCA,CE
ITAPIÚNA,CE
ITAREMA,CE
ITATIRA,CE
JAGUARETAMA,CE
JAGUARIBARA,CE
JAGUARIBE,CE
JAGUARUANA,CE
JARDIM,CE
JATI,CE
JIJOCA DE JERICOACOARA,CE
JUAZEIRO DO NORTE,CE
JUCÁS,CE
LAVRAS DA MANGABEIRA,CE
LIMOEIRO DO NORTE,CE
MADALENA,CE
MARACANAÚ,CE
MARANGUAPE,CE
MARCO,CE
MARTINÓPOLE,CE
MASSAPÊ,CE
MAURITI,CE
MERUOCA,CE
MILAGRES,CE
MILHÃ,CE
MIRAÍMA,CE
MISSÃO VELHA,CE
MOMBAÇA,CE
MONSENHOR TABOSA,CE
MORADA NOVA,CE
MORAÚJO,CE
MORRINHOS,CE
MUCAMBO,CE
MULUNGU,CE
NOVA OLINDA,CE
NOVA RUSSAS,CE
NOVO ORIENTE,CE
OCARA,CE
ORÓS,CE
PACAJUS,CE
PACATUBA,CE
PACOTI,CE
PACUJÁ,CE
PALHANO,CE
PALMÁCIA,CE
PARACURU,CE
PARAIPABA,CE
PARAMBU,CE
PARAMOTI,CE
PEDRA BRANCA,CE
PENAFORTE,CE
PENTECOSTE,CE
PEREIRO,CE
PINDORETAMA,CE
PIQUET CARNEIRO,CE
PIRES FERREIRA,CE
PORANGA,CE
PORTEIRAS,CE
POTENGI,CE
POTIRETAMA,CE
QUITERIANÓPOLIS,CE
QUIXADÁ,CE
QUIXELÔ,CE
QUIXERAMOBIM,CE
QUIXERÉ,CE
REDENÇÃO,CE
RERIUTABA,CE
RUSSAS,CE
SABOEIRO,CE
SALITRE,CE
SANTANA DO ACARAÚ,CE
SANTANA DO CARIRI,CE
SANTA QUITÉRIA,CE
SÃO BENEDITO,CE
SÃO GONÇALO DO AMARANTE,CE
SÃO JOÃO DO JAGUARIBE,CE
SÃO LUÍS DO CURU,CE
SENADOR POMPEU,CE
SENADOR SÁ,CE
SOBRAL,CE
SOLONÓPOLE,CE
TABULEIRO DO NORTE,CE
TAMBORIL,CE
TARRAFAS,CE
TAUÁ,CE
TEJUÇUOCA,CE
TIANGUÁ,CE
TRAIRI,CE
TURURU,CE
UBAJARA,CE
UMARI,CE
UMIRIM,CE
URUBURETAMA,CE
URUOCA,CE
VARJOTA,CE
VÁRZEA ALEGRE,CE
VIÇOSA DO CEARÁ,CE
ACARI,RN
AÇU,RN
AFONSO BEZERRA,RN
ÁGUA NOVA,RN
ALEXANDRIA,RN
ALMINO AFONSO,RN
ALTO DO RODRIGUES,RN
ANGICOS,RN
ANTÔNIO MARTINS,RN
APODI,RN
AREIA BRANCA,RN
ARÊS,RN
AUGUSTO SEVERO,RN
BAÍA FORMOSA,RN
BARAÚNA,RN
BARCELONA,RN
BENTO FERNANDES,RN
BODÓ,RN
BOM JESUS,RN
BREJINHO,RN
CAIÇARA DO NORTE,RN
CAIÇARA DO RIO DO VENTO,RN
CAICÓ,RN
CAMPO REDONDO,RN
CANGUARETAMA,RN
CARAÚBAS,RN
CARNAÚBA DOS DANTAS,RN
CARNAUBAIS,RN
CEARÁ-MIRIM,RN
CERRO CORÁ,RN
CORONEL EZEQUIEL,RN
CORONEL JOÃO PESSOA,RN
CRUZETA,RN
CURRAIS NOVOS,RN
DOUTOR SEVERIANO,RN
PARNAMIRIM,RN
ENCANTO,RN
EQUADOR,RN
ESPÍRITO SANTO,RN
EXTREMOZ,RN
FELIPE GUERRA,RN
FERNANDO PEDROZA,RN
FLORÂNIA,RN
FRANCISCO DANTAS,RN
FRUTUOSO GOMES,RN
GALINHOS,RN
GOIANINHA,RN
GOVERNADOR DIX-SEPT ROSADO,RN
GROSSOS,RN
GUAMARÉ,RN
IELMO MARINHO,RN
IPANGUAÇU,RN
IPUEIRA,RN
ITAJÁ,RN
ITAÚ,RN
JAÇANÃ,RN
JANDAÍRA,RN
JANDUÍS,RN
JANUÁRIO CICCO,RN
JAPI,RN
JARDIM DE ANGICOS,RN
JARDIM DE PIRANHAS,RN
JARDIM DO SERIDÓ,RN
JOÃO CÂMARA,RN
JOÃO DIAS,RN
JOSÉ DA PENHA,RN
JUCURUTU,RN
JUNDIÁ,RN
LAGOA D'ANTA,RN
LAGOA DE PEDRAS,RN
LAGOA DE VELHOS,RN
LAGOA NOVA,RN
LAGOA SALGADA,RN
LAJES,RN
LAJES PINTADAS,RN
LUCRÉCIA,RN
LUÍS GOMES,RN
MACAÍBA,RN
MACAU,RN
MAJOR SALES,RN
MARCELINO VIEIRA,RN
MARTINS,RN
MAXARANGUAPE,RN
MESSIAS TARGINO,RN
MONTANHAS,RN
MONTE ALEGRE,RN
MONTE DAS GAMELEIRAS,RN
MOSSORÓ,RN
NATAL,RN
NÍSIA FLORESTA,RN
NOVA CRUZ,RN
OLHO-D'ÁGUA DO BORGES,RN
OURO BRANCO,RN
PARANÁ,RN
PARAÚ,RN
PARAZINHO,RN
PARELHAS,RN
RIO DO FOGO,RN
PASSA E FICA,RN
PASSAGEM,RN
PATU,RN
SANTA MARIA,RN
PAU DOS FERROS,RN
PEDRA GRANDE,RN
PEDRA PRETA,RN
PEDRO AVELINO,RN
PEDRO VELHO,RN
PENDÊNCIAS,RN
PILÕES,RN
POÇO BRANCO,RN
PORTALEGRE,RN
PORTO DO MANGUE,RN
PRESIDENTE JUSCELINO,RN
PUREZA,RN
RAFAEL FERNANDES,RN
RAFAEL GODEIRO,RN
RIACHO DA CRUZ,RN
RIACHO DE SANTANA,RN
RIACHUELO,RN
RODOLFO FERNANDES,RN
TIBAU,RN
RUY BARBOSA,RN
SANTA CRUZ,RN
SANTANA DO MATOS,RN
SANTANA DO SERIDÓ,RN
SANTO ANTÔNIO,RN
SÃO BENTO DO NORTE,RN
SÃO BENTO DO TRAIRÍ,RN
SÃO FERNANDO,RN
SÃO FRANCISCO DO OESTE,RN
SÃO GONÇALO DO AMARANTE,RN
SÃO JOÃO DO SABUGI,RN
SÃO JOSÉ DE MIPIBU,RN
SÃO JOSÉ DO CAMPESTRE,RN
SÃO JOSÉ DO SERIDÓ,RN
SÃO MIGUEL,RN
SÃO MIGUEL DO GOSTOSO,RN
SÃO PAULO DO POTENGI,RN
SÃO PEDRO,RN
SÃO RAFAEL,RN
SÃO TOMÉ,RN
SÃO VICENTE,RN
SENADOR ELÓI DE SOUZA,RN
SENADOR GEORGINO AVELINO,RN
SERRA DE SÃO BENTO,RN
SERRA DO MEL,RN
SERRA NEGRA DO NORTE,RN
SERRINHA,RN
SERRINHA DOS PINTOS,RN
SEVERIANO MELO,RN
SÍTIO NOVO,RN
TABOLEIRO GRANDE,RN
TAIPU,RN
TANGARÁ,RN
TENENTE ANANIAS,RN
TENENTE LAURENTINO CRUZ,RN
TIBAU DO SUL,RN
TIMBAÚBA DOS BATISTAS,RN
TOUROS,RN
TRIUNFO POTIGUAR,RN
UMARIZAL,RN
UPANEMA,RN
VÁRZEA,RN
VENHA-VER,RN
VERA CRUZ,RN
VIÇOSA,RN
VILA FLOR,RN
ÁGUA BRANCA,PB
AGUIAR,PB
ALAGOA GRANDE,PB
ALAGOA NOVA,PB
ALAGOINHA,PB
ALCANTIL,PB
ALGODÃO DE JANDAÍRA,PB
ALHANDRA,PB
SÃO JOÃO DO RIO DO PEIXE,PB
AMPARO,PB
APARECIDA,PB
ARAÇAGI,PB
ARARA,PB
ARARUNA,PB
AREIA,PB
AREIA DE BARAÚNAS,PB
AREIAL,PB
AROEIRAS,PB
UIBAÍ,BA
ASSUNÇÃO,PB
BAÍA DA TRAIÇÃO,PB
BANANEIRAS,PB
BARAÚNA,PB
BARRA DE SANTANA,PB
BARRA DE SANTA ROSA,PB
BARRA DE SÃO MIGUEL,PB
BAYEUX,PB
BELÉM,PB
BELÉM DO BREJO DO CRUZ,PB
BERNARDINO BATISTA,PB
BOA VENTURA,PB
BOA VISTA,PB
BOM JESUS,PB
BOM SUCESSO,PB
BONITO DE SANTA FÉ,PB
BOQUEIRÃO,PB
IGARACY,PB
BORBOREMA,PB
BREJO DO CRUZ,PB
BREJO DOS SANTOS,PB
CAAPORÃ,PB
CABACEIRAS,PB
CABEDELO,PB
CACHOEIRA DOS ÍNDIOS,PB
CACIMBA DE AREIA,PB
CACIMBA DE DENTRO,PB
CACIMBAS,PB
CAIÇARA,PB
CAJAZEIRAS,PB
CAJAZEIRINHAS,PB
CALDAS BRANDÃO,PB
CAMALAÚ,PB
CAMPINA GRANDE,PB
CAPIM,PB
CARAÚBAS,PB
CARRAPATEIRA,PB
CASSERENGUE,PB
CATINGUEIRA,PB
CATOLÉ DO ROCHA,PB
CATURITÉ,PB
CONCEIÇÃO,PB
CONDADO,PB
CONDE,PB
CONGO,PB
COREMAS,PB
COXIXOLA,PB
CRUZ DO ESPÍRITO SANTO,PB
CUBATI,PB
CUITÉ,PB
CUITEGI,PB
CUITÉ DE MAMANGUAPE,PB
CURRAL DE CIMA,PB
CURRAL VELHO,PB
DAMIÃO,PB
DESTERRO,PB
VISTA SERRANA,PB
DIAMANTE,PB
DONA INÊS,PB
DUAS ESTRADAS,PB
EMAS,PB
ESPERANÇA,PB
FAGUNDES,PB
FREI MARTINHO,PB
GADO BRAVO,PB
GUARABIRA,PB
GURINHÉM,PB
GURJÃO,PB
IBIARA,PB
IMACULADA,PB
INGÁ,PB
ITABAIANA,PB
ITAPORANGA,PB
ITAPOROROCA,PB
ITATUBA,PB
JACARAÚ,PB
JERICÓ,PB
JOÃO PESSOA,PB
JUAREZ TÁVORA,PB
JUAZEIRINHO,PB
JUNCO DO SERIDÓ,PB
JURIPIRANGA,PB
JURU,PB
LAGOA,PB
LAGOA DE DENTRO,PB
LAGOA SECA,PB
LASTRO,PB
LIVRAMENTO,PB
LOGRADOURO,PB
LUCENA,PB
MÃE D'ÁGUA,PB
MALTA,PB
MAMANGUAPE,PB
MANAÍRA,PB
MARCAÇÃO,PB
MARI,PB
MARIZÓPOLIS,PB
MASSARANDUBA,PB
MATARACA,PB
MATINHAS,PB
MATO GROSSO,PB
MATURÉIA,PB
MOGEIRO,PB
MONTADAS,PB
MONTE HOREBE,PB
MONTEIRO,PB
MULUNGU,PB
NATUBA,PB
NAZAREZINHO,PB
NOVA FLORESTA,PB
NOVA OLINDA,PB
NOVA PALMEIRA,PB
OLHO D'ÁGUA,PB
OLIVEDOS,PB
OURO VELHO,PB
PARARI,PB
PASSAGEM,PB
PATOS,PB
PAULISTA,PB
PEDRA BRANCA,PB
PEDRA LAVRADA,PB
PEDRAS DE FOGO,PB
PIANCÓ,PB
PICUÍ,PB
PILAR,PB
PILÕES,PB
PILÕEZINHOS,PB
PIRPIRITUBA,PB
PITIMBU,PB
POCINHOS,PB
POÇO DANTAS,PB
POÇO DE JOSÉ DE MOURA,PB
POMBAL,PB
PRATA,PB
PRINCESA ISABEL,PB
PUXINANÃ,PB
QUEIMADAS,PB
QUIXABÁ,PB
REMÍGIO,PB
PEDRO RÉGIS,PB
RIACHÃO,PB
RIACHÃO DO BACAMARTE,PB
RIACHÃO DO POÇO,PB
RIACHO DE SANTO ANTÔNIO,PB
RIACHO DOS CAVALOS,PB
RIO TINTO,PB
SALGADINHO,PB
SALGADO DE SÃO FÉLIX,PB
SANTA CECÍLIA,PB
SANTA CRUZ,PB
SANTA HELENA,PB
SANTA INÊS,PB
SANTA LUZIA,PB
SANTANA DE MANGUEIRA,PB
SANTANA DOS GARROTES,PB
SANTARÉM,PB
SANTA RITA,PB
SANTA TERESINHA,PB
SANTO ANDRÉ,PB
SÃO BENTO,PB
SÃO BENTINHO,PB
SÃO DOMINGOS DO CARIRI,PB
SÃO DOMINGOS,PB
SÃO FRANCISCO,PB
SÃO JOÃO DO CARIRI,PB
SÃO JOÃO DO TIGRE,PB
SÃO JOSÉ DA LAGOA TAPADA,PB
SÃO JOSÉ DE CAIANA,PB
SÃO JOSÉ DE ESPINHARAS,PB
SÃO JOSÉ DOS RAMOS,PB
SÃO JOSÉ DE PIRANHAS,PB
SÃO JOSÉ DE PRINCESA,PB
SÃO JOSÉ DO BONFIM,PB
SÃO JOSÉ DO BREJO DO CRUZ,PB
SÃO JOSÉ DO SABUGI,PB
SÃO JOSÉ DOS CORDEIROS,PB
SÃO MAMEDE,PB
SÃO MIGUEL DE TAIPU,PB
SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB
SÃO SEBASTIÃO DO UMBUZEIRO,PB
SAPÉ,PB
SERIDÓ,PB
SERRA BRANCA,PB
SERRA DA RAIZ,PB
SERRA GRANDE,PB
SERRA REDONDA,PB
SERRARIA,PB
SERTÃOZINHO,PB
SOBRADO,PB
SOLÂNEA,PB
SOLEDADE,PB
SOSSÊGO,PB
SOUSA,PB
SUMÉ,PB
TACIMA,PB
TAPEROÁ,PB
TAVARES,PB
TEIXEIRA,PB
TENÓRIO,PB
TRIUNFO,PB
UIRAÚNA,PB
UMBUZEIRO,PB
VÁRZEA,PB
VIEIRÓPOLIS,PB
ZABELÊ,PB
ABREU E LIMA,PE
AFOGADOS DA INGAZEIRA,PE
AFRÂNIO,PE
AGRESTINA,PE
ÁGUA PRETA,PE
ÁGUAS BELAS,PE
ALAGOINHA,PE
ALIANÇA,PE
ALTINHO,PE
ARAÇOIABA,PE
ARARIPINA,PE
ARCOVERDE,PE
BARRA DE GUABIRABA,PE
BARREIROS,PE
BELÉM DE MARIA,PE
BELÉM DO SÃO FRANCISCO,PE
BELO JARDIM,PE
BETÂNIA,PE
BEZERROS,PE
BODOCÓ,PE
BOM CONSELHO,PE
BOM JARDIM,PE
BONITO,PE
BREJÃO,PE
BREJINHO,PE
BREJO DA MADRE DE DEUS,PE
BUENOS AIRES,PE
BUÍQUE,PE
CABO DE SANTO AGOSTINHO,PE
CABROBÓ,PE
CACHOEIRINHA,PE
CAETÉS,PE
CALÇADO,PE
CALUMBI,PE
CAMARAGIBE,PE
CAMOCIM DE SÃO FÉLIX,PE
CAMUTANGA,PE
CANHOTINHO,PE
CAPOEIRAS,PE
CARNAÍBA,PE
CARNAUBEIRA DA PENHA,PE
CARPINA,PE
CARUARU,PE
CASINHAS,PE
CATENDE,PE
CEDRO,PE
CHÃ DE ALEGRIA,PE
CHÃ GRANDE,PE
CONDADO,PE
CORRENTES,PE
CORTÊS,PE
CUMARU,PE
CUPIRA,PE
CUSTÓDIA,PE
DORMENTES,PE
ESCADA,PE
EXU,PE
FEIRA NOVA,PE
FERNANDO DE NORONHA,PE
FERREIROS,PE
FLORES,PE
FLORESTA,PE
FREI MIGUELINHO,PE
GAMELEIRA,PE
GARANHUNS,PE
GLÓRIA DO GOITÁ,PE
GOIANA,PE
GRANITO,PE
GRAVATÁ,PE
IATI,PE
IBIMIRIM,PE
IBIRAJUBA,PE
IGARASSU,PE
IGUARACI,PE
INAJÁ,PE
INGAZEIRA,PE
IPOJUCA,PE
IPUBI,PE
ITACURUBA,PE
ITAÍBA,PE
ILHA DE ITAMARACÁ,PE
ITAMBÉ,PE
ITAPETIM,PE
ITAPISSUMA,PE
ITAQUITINGA,PE
JABOATÃO DOS GUARARAPES,PE
JAQUEIRA,PE
JATAÚBA,PE
JATOBÁ,PE
JOÃO ALFREDO,PE
JOAQUIM NABUCO,PE
JUCATI,PE
JUPI,PE
JUREMA,PE
LAGOA DO CARRO,PE
LAGOA DE ITAENGA,PE
LAGOA DO OURO,PE
LAGOA DOS GATOS,PE
LAGOA GRANDE,PE
LAJEDO,PE
LIMOEIRO,PE
MACAPARANA,PE
MACHADOS,PE
MANARI,PE
MARAIAL,PE
MIRANDIBA,PE
MORENO,PE
NAZARÉ DA MATA,PE
OLINDA,PE
OROBÓ,PE
OROCÓ,PE
OURICURI,PE
PALMARES,PE
PALMEIRINA,PE
PANELAS,PE
PARANATAMA,PE
PARNAMIRIM,PE
PASSIRA,PE
PAUDALHO,PE
PAULISTA,PE
PEDRA,PE
PESQUEIRA,PE
PETROLÂNDIA,PE
PETROLINA,PE
POÇÃO,PE
POMBOS,PE
PRIMAVERA,PE
QUIPAPÁ,PE
QUIXABA,PE
RECIFE,PE
RIACHO DAS ALMAS,PE
RIBEIRÃO,PE
RIO FORMOSO,PE
SAIRÉ,PE
SALGADINHO,PE
SALGUEIRO,PE
SALOÁ,PE
SANHARÓ,PE
SANTA CRUZ,PE
SANTA CRUZ DA BAIXA VERDE,PE
SANTA CRUZ DO CAPIBARIBE,PE
SANTA FILOMENA,PE
SANTA MARIA DA BOA VISTA,PE
SANTA MARIA DO CAMBUCÁ,PE
SANTA TEREZINHA,PE
SÃO BENEDITO DO SUL,PE
SÃO BENTO DO UNA,PE
SÃO CAITANO,PE
SÃO JOÃO,PE
SÃO JOAQUIM DO MONTE,PE
SÃO JOSÉ DA COROA GRANDE,PE
SÃO JOSÉ DO BELMONTE,PE
SÃO JOSÉ DO EGITO,PE
SÃO LOURENÇO DA MATA,PE
SÃO VICENTE FERRER,PE
SERRA TALHADA,PE
SERRITA,PE
SERTÂNIA,PE
SIRINHAÉM,PE
MOREILÂNDIA,PE
SOLIDÃO,PE
SURUBIM,PE
TABIRA,PE
TACAIMBÓ,PE
TACARATU,PE
TAMANDARÉ,PE
TAQUARITINGA DO NORTE,PE
TEREZINHA,PE
TERRA NOVA,PE
TIMBAÚBA,PE
TORITAMA,PE
TRACUNHAÉM,PE
TRINDADE,PE
TRIUNFO,PE
TUPANATINGA,PE
TUPARETAMA,PE
VENTUROSA,PE
VERDEJANTE,PE
VERTENTE DO LÉRIO,PE
VERTENTES,PE
VICÊNCIA,PE
VITÓRIA DE SANTO ANTÃO,PE
XEXÉU,PE
ÁGUA BRANCA,AL
ANADIA,AL
ARAPIRACA,AL
ATALAIA,AL
BARRA DE SANTO ANTÔNIO,AL
BARRA DE SÃO MIGUEL,AL
BATALHA,AL
BELÉM,AL
BELO MONTE,AL
BOCA DA MATA,AL
BRANQUINHA,AL
CACIMBINHAS,AL
CAJUEIRO,AL
CAMPESTRE,AL
CAMPO ALEGRE,AL
CAMPO GRANDE,AL
CANAPI,AL
CAPELA,AL
CARNEIROS,AL
CHÃ PRETA,AL
COITÉ DO NÓIA,AL
BERIZAL,MG
COLÔNIA LEOPOLDINA,AL
COQUEIRO SECO,AL
CORURIPE,AL
CRAÍBAS,AL
DELMIRO GOUVEIA,AL
DOIS RIACHOS,AL
ESTRELA DE ALAGOAS,AL
FEIRA GRANDE,AL
FELIZ DESERTO,AL
FLEXEIRAS,AL
GIRAU DO PONCIANO,AL
IBATEGUARA,AL
IGACI,AL
IGREJA NOVA,AL
INHAPI,AL
JACARÉ DOS HOMENS,AL
JACUÍPE,AL
JAPARATINGA,AL
JARAMATAIA,AL
JEQUIÁ DA PRAIA,AL
JOAQUIM GOMES,AL
JUNDIÁ,AL
JUNQUEIRO,AL
LAGOA DA CANOA,AL
LIMOEIRO DE ANADIA,AL
MACEIÓ,AL
MAJOR ISIDORO,AL
MARAGOGI,AL
MARAVILHA,AL
MARECHAL DEODORO,AL
MARIBONDO,AL
MAR VERMELHO,AL
MATA GRANDE,AL
MATRIZ DE CAMARAGIBE,AL
MESSIAS,AL
MINADOR DO NEGRÃO,AL
MONTEIRÓPOLIS,AL
MURICI,AL
NOVO LINO,AL
OLHO D'ÁGUA DAS FLORES,AL
OLHO D'ÁGUA DO CASADO,AL
OLHO D'ÁGUA GRANDE,AL
OLIVENÇA,AL
OURO BRANCO,AL
PALESTINA,AL
PALMEIRA DOS ÍNDIOS,AL
PÃO DE AÇÚCAR,AL
PARICONHA,AL
PARIPUEIRA,AL
PASSO DE CAMARAGIBE,AL
PAULO JACINTO,AL
PENEDO,AL
PIAÇABUÇU,AL
PILAR,AL
PINDOBA,AL
PIRANHAS,AL
POÇO DAS TRINCHEIRAS,AL
PORTO CALVO,AL
PORTO DE PEDRAS,AL
PORTO REAL DO COLÉGIO,AL
QUEBRANGULO,AL
RIO LARGO,AL
ROTEIRO,AL
SANTA LUZIA DO NORTE,AL
SANTANA DO IPANEMA,AL
SANTANA DO MUNDAÚ,AL
SÃO BRÁS,AL
SÃO JOSÉ DA LAJE,AL
SÃO JOSÉ DA TAPERA,AL
SÃO LUÍS DO QUITUNDE,AL
SÃO MIGUEL DOS CAMPOS,AL
SÃO MIGUEL DOS MILAGRES,AL
SÃO SEBASTIÃO,AL
SATUBA,AL
SENADOR RUI PALMEIRA,AL
TANQUE D'ARCA,AL
TAQUARANA,AL
TEOTÔNIO VILELA,AL
TRAIPU,AL
UNIÃO DOS PALMARES,AL
VIÇOSA,AL
AMPARO DE SÃO FRANCISCO,SE
AQUIDABÃ,SE
ARACAJU,SE
ARAUÁ,SE
AREIA BRANCA,SE
BARRA DOS COQUEIROS,SE
BOQUIM,SE
BREJO GRANDE,SE
CAMPO DO BRITO,SE
CANHOBA,SE
CANINDÉ DE SÃO FRANCISCO,SE
CAPELA,SE
CARIRA,SE
CARMÓPOLIS,SE
CEDRO DE SÃO JOÃO,SE
CRISTINÁPOLIS,SE
CUMBE,SE
DIVINA PASTORA,SE
ESTÂNCIA,SE
FEIRA NOVA,SE
FREI PAULO,SE
GARARU,SE
GENERAL MAYNARD,SE
GRACHO CARDOSO,SE
ILHA DAS FLORES,SE
INDIAROBA,SE
ITABAIANA,SE
ITABAIANINHA,SE
ITABI,SE
ITAPORANGA D'AJUDA,SE
JAPARATUBA,SE
JAPOATÃ,SE
LAGARTO,SE
LARANJEIRAS,SE
MACAMBIRA,SE
MALHADA DOS BOIS,SE
MALHADOR,SE
MARUIM,SE
MOITA BONITA,SE
MONTE ALEGRE DE SERGIPE,SE
MURIBECA,SE
NEÓPOLIS,SE
NOSSA SENHORA APARECIDA,SE
NOSSA SENHORA DA GLÓRIA,SE
CONFINS,MG
NOSSA SENHORA DAS DORES,SE
NOSSA SENHORA DE LOURDES,SE
NOSSA SENHORA DO SOCORRO,SE
PACATUBA,SE
PEDRA MOLE,SE
PEDRINHAS,SE
PINHÃO,SE
PIRAMBU,SE
POÇO REDONDO,SE
POÇO VERDE,SE
PORTO DA FOLHA,SE
PROPRIÁ,SE
RIACHÃO DO DANTAS,SE
RIACHUELO,SE
RIBEIRÓPOLIS,SE
ROSÁRIO DO CATETE,SE
SALGADO,SE
SANTA LUZIA DO ITANHY,SE
SANTANA DO SÃO FRANCISCO,SE
SANTA ROSA DE LIMA,SE
SANTO AMARO DAS BROTAS,SE
SÃO CRISTÓVÃO,SE
SÃO DOMINGOS,SE
SÃO FRANCISCO,SE
SÃO MIGUEL DO ALEIXO,SE
SIMÃO DIAS,SE
SIRIRI,SE
TELHA,SE
TOBIAS BARRETO,SE
TOMAR DO GERU,SE
UMBAÚBA,SE
ABAÍRA,BA
ABARÉ,BA
ACAJUTIBA,BA
ADUSTINA,BA
ÁGUA FRIA,BA
ÉRICO CARDOSO,BA
AIQUARA,BA
ALAGOINHAS,BA
ALCOBAÇA,BA
ALMADINA,BA
AMARGOSA,BA
AMÉLIA RODRIGUES,BA
AMÉRICA DOURADA,BA
ANAGÉ,BA
ANDARAÍ,BA
ANDORINHA,BA
ANGICAL,BA
ANGUERA,BA
ANTAS,BA
ANTÔNIO CARDOSO,BA
ANTÔNIO GONÇALVES,BA
APORÁ,BA
APUAREMA,BA
ARACATU,BA
ARAÇAS,BA
ARACI,BA
ARAMARI,BA
ARATACA,BA
ARATUÍPE,BA
AURELINO LEAL,BA
BAIANÓPOLIS,BA
BAIXA GRANDE,BA
BANZAÊ,BA
BARRA,BA
BARRA DA ESTIVA,BA
BARRA DO CHOÇA,BA
BARRA DO MENDES,BA
BARRA DO ROCHA,BA
BARREIRAS,BA
BARRO ALTO,BA
BARROCAS,BA
BARRO PRETO,BA
BELMONTE,BA
BELO CAMPO,BA
BIRITINGA,BA
BOA NOVA,BA
BOA VISTA DO TUPIM,BA
BOM JESUS DA LAPA,BA
BOM JESUS DA SERRA,BA
BONINAL,BA
BONITO,BA
BOQUIRA,BA
BOTUPORÃ,BA
BREJÕES,BA
BREJOLÂNDIA,BA
BROTAS DE MACAÚBAS,BA
BRUMADO,BA
BUERAREMA,BA
BURITIRAMA,BA
CAATIBA,BA
CABACEIRAS DO PARAGUAÇU,BA
CACHOEIRA,BA
CACULÉ,BA
CAÉM,BA
CAETANOS,BA
CAETITÉ,BA
CAFARNAUM,BA
CAIRU,BA
CALDEIRÃO GRANDE,BA
CAMACAN,BA
CAMAÇARI,BA
CAMAMU,BA
CAMPO ALEGRE DE LOURDES,BA
CAMPO FORMOSO,BA
CANÁPOLIS,BA
CANARANA,BA
CEDRAL,SP
CANAVIEIRAS,BA
CANDEAL,BA
CANDEIAS,BA
CANDIBA,BA
CÂNDIDO SALES,BA
CANSANÇÃO,BA
CANUDOS,BA
CAPELA DO ALTO ALEGRE,BA
CAPIM GROSSO,BA
CARAÍBAS,BA
CARAVELAS,BA
CARDEAL DA SILVA,BA
CARINHANHA,BA
CASA NOVA,BA
CASTRO ALVES,BA
CATOLÂNDIA,BA
CATU,BA
CATURAMA,BA
CENTRAL,BA
CHORROCHÓ,BA
CÍCERO DANTAS,BA
CIPÓ,BA
COARACI,BA
COCOS,BA
CONCEIÇÃO DA FEIRA,BA
CONCEIÇÃO DO ALMEIDA,BA
CONCEIÇÃO DO COITÉ,BA
CONCEIÇÃO DO JACUÍPE,BA
CONDE,BA
CONDEÚBA,BA
CONTENDAS DO SINCORÁ,BA
CORAÇÃO DE MARIA,BA
CORDEIROS,BA
CORIBE,BA
CORONEL JOÃO SÁ,BA
CORRENTINA,BA
COTEGIPE,BA
CRAVOLÂNDIA,BA
CRISÓPOLIS,BA
CRISTÓPOLIS,BA
CRUZ DAS ALMAS,BA
CURAÇÁ,BA
DÁRIO MEIRA,BA
DIAS D'ÁVILA,BA
DOM BASÍLIO,BA
DOM MACEDO COSTA,BA
ELÍSIO MEDRADO,BA
ENCRUZILHADA,BA
ENTRE RIOS,BA
ESPLANADA,BA
EUCLIDES DA CUNHA,BA
EUNÁPOLIS,BA
FÁTIMA,BA
FEIRA DA MATA,BA
FEIRA DE SANTANA,BA
FILADÉLFIA,BA
FIRMINO ALVES,BA
FLORESTA AZUL,BA
FORMOSA DO RIO PRETO,BA
GANDU,BA
GAVIÃO,BA
GENTIO DO OURO,BA
GLÓRIA,BA
GONGOGI,BA
GOVERNADOR MANGABEIRA,BA
GUAJERU,BA
GUANAMBI,BA
GUARATINGA,BA
HELIÓPOLIS,BA
IAÇU,BA
IBIASSUCÊ,BA
IBICARAÍ,BA
IBICOARA,BA
IBICUÍ,BA
